IP Address,Browser,Request Count,HTTP Method,Status Code,Response Time (ms),Timestamp (ms)
127.0.0.1,Chrome,170,GET,200,0,1726360952562
127.0.0.1,Chrome,171,GET,200,0,1726360952646
127.0.0.1,Chrome,172,GET,200,0,1726360952698
127.0.0.1,Chrome,173,GET,200,0,1726360952784
127.0.0.1,Chrome,174,GET,200,0,1726360952860
127.0.0.1,Chrome,175,GET,200,0,1726360952950
127.0.0.1,Chrome,176,GET,200,0,1726360953022
127.0.0.1,Chrome,177,GET,200,0,1726360953103
127.0.0.1,Chrome,178,GET,200,0,1726360953151
127.0.0.1,Chrome,179,GET,200,0,1726360953243
127.0.0.1,Chrome,180,GET,200,0,1726360953314
127.0.0.1,Chrome,181,GET,200,0,1726360953400
127.0.0.1,Chrome,182,GET,200,0,1726360953478
127.0.0.1,Chrome,183,GET,200,0,1726360953552
127.0.0.1,Chrome,184,GET,200,0,1726360953649
127.0.0.1,Chrome,185,GET,200,0,1726360953737
127.0.0.1,Chrome,186,GET,200,0,1726360953797
127.0.0.1,Chrome,187,GET,200,0,1726360953881
127.0.0.1,Chrome,188,GET,200,0,1726360953942
127.0.0.1,Chrome,189,GET,200,0,1726360954032
127.0.0.1,Chrome,190,GET,200,0,1726360954104
127.0.0.1,Chrome,191,GET,200,0,1726360954232
127.0.0.1,Chrome,192,GET,200,0,1726360954272
127.0.0.1,Chrome,193,GET,200,0,1726360954326
127.0.0.1,Chrome,194,GET,200,0,1726360954442
127.0.0.1,Chrome,195,GET,200,0,1726360954538
127.0.0.1,Chrome,196,GET,200,0,1726360954607
127.0.0.1,Chrome,197,GET,200,0,1726360954699
127.0.0.1,Chrome,198,GET,200,0,1726360954764
127.0.0.1,Chrome,199,GET,200,0,1726360954822
127.0.0.1,Chrome,200,GET,200,0,1726360954932
127.0.0.1,Chrome,201,GET,200,0,1726360955018
127.0.0.1,Chrome,202,GET,200,0,1726360955100
127.0.0.1,Chrome,203,GET,200,0,1726360955199
127.0.0.1,Chrome,204,GET,200,0,1726360955251
127.0.0.1,Chrome,205,GET,200,0,1726360955332
127.0.0.1,Chrome,206,GET,200,0,1726360955406
127.0.0.1,Chrome,207,GET,200,0,1726360955485
127.0.0.1,Chrome,208,GET,200,0,1726360955579
127.0.0.1,Chrome,209,GET,200,0,1726360955671
127.0.0.1,Chrome,210,GET,200,0,1726360955717
127.0.0.1,Chrome,211,GET,200,0,1726360955794
127.0.0.1,Firefox,212,GET,200,0,1726360967604
127.0.0.1,Firefox,213,GET,200,0,1726360967742
127.0.0.1,Firefox,214,GET,200,0,1726360967879
127.0.0.1,Firefox,215,GET,200,0,1726360968038
127.0.0.1,Firefox,216,GET,200,0,1726360968176
127.0.0.1,Firefox,217,GET,200,0,1726360968320
127.0.0.1,Firefox,218,GET,200,0,1726360968455
127.0.0.1,Firefox,219,GET,200,0,1726360968600
127.0.0.1,Firefox,220,GET,200,0,1726360968750
127.0.0.1,Firefox,221,GET,200,0,1726360968913
127.0.0.1,Firefox,222,GET,200,0,1726360969058
127.0.0.1,Firefox,223,GET,200,0,1726360969198
